title,type,virtualsite_url,domain/subject
Continuous Spatiotemporal Events Decoupling through Spike-based Bayesian Computation,,https://neurips.cc//virtual/2024/poster/92957,neuroscience
PaCE: Parsimonious Concept Engineering for Large Language Models,,https://neurips.cc//virtual/2024/poster/93836,social_science
AsEP: Benchmarking Deep Learning Methods for Antibody-specific Epitope Prediction,,https://neurips.cc//virtual/2024/poster/97702,biology
Understanding the Limits of Vision Language Models Through the Lens of the Binding Problem,,https://neurips.cc//virtual/2024/poster/95266,neuroscience
Matching the Statistical Query Lower Bound for $k$-Sparse Parity Problems with Sign Stochastic Gradient Descent,,https://neurips.cc//virtual/2024/poster/96024,neuroscience
Beyond Single Stationary Policies: Meta-Task Players as Naturally Superior Collaborators,,https://neurips.cc//virtual/2024/poster/95801,social_science
Beyond Slow Signs in High-fidelity Model Extraction,,https://neurips.cc//virtual/2024/poster/95487,neuroscience
Bias and Volatility: A Statistical Framework for Evaluating Large Language Model's Stereotypes and the Associated Generation Inconsistency,,https://neurips.cc//virtual/2024/poster/97475,social_science
Enhancing vision-language models for medical imaging: bridging the 3D gap with innovative slice selection,,https://neurips.cc//virtual/2024/poster/97755,medical
Unraveling Molecular Structure: A Multimodal Spectroscopic Dataset for Chemistry,,https://neurips.cc//virtual/2024/poster/97441,chemistry
Unscrambling disease progression at scale: fast inference of event permutations with optimal transport,,https://neurips.cc//virtual/2024/poster/95076,medical
Unsupervised Anomaly Detection in The Presence of Missing Values,,https://neurips.cc//virtual/2024/poster/96230,biology
Doob's Lagrangian: A Sample-Efficient Variational Approach to Transition Path Sampling,,https://neurips.cc//virtual/2024/poster/95087,biology
GV-Rep: A Large-Scale Dataset for Genetic Variant Representation Learning,,https://neurips.cc//virtual/2024/poster/97813,biology
Hamiltonian Score Matching and Generative Flows,,https://neurips.cc//virtual/2024/poster/95722,physics
When LLM Meets DRL: Advancing Jailbreaking Efficiency via DRL-guided Search,,https://neurips.cc//virtual/2024/poster/95953,biology
SfPUEL: Shape from Polarization under Unknown Environment Light,,https://neurips.cc//virtual/2024/poster/93377,materials
Flexible Context-Driven Sensory Processing in Dynamical Vision Models,,https://neurips.cc//virtual/2024/poster/96746,neuroscience
Flexible mapping of abstract domains by grid cells via self-supervised extraction and projection of generalized velocity signals,,https://neurips.cc//virtual/2024/poster/94041,neuroscience
Flexible task abstractions emerge in linear networks with fast and bounded units,,https://neurips.cc//virtual/2024/poster/96245,neuroscience
Flex-MoE: Modeling Arbitrary Modality Combination via the Flexible Mixture-of-Experts,,https://neurips.cc//virtual/2024/poster/93993,medical
FlexMol: A Flexible Toolkit for Benchmarking Molecular Relational Learning,,https://neurips.cc//virtual/2024/poster/97484,biology
"Can Large Language Models Analyze Graphs like Professionals? A Benchmark, Datasets and Models",,https://neurips.cc//virtual/2024/poster/97519,biology
Can LLMs Solve Molecule Puzzles? A Multimodal Benchmark for Molecular Structure Elucidation,,https://neurips.cc//virtual/2024/poster/97472,chemistry
"Towards a ""Universal Translator"" for Neural Dynamics at Single-Cell, Single-Spike Resolution",,https://neurips.cc//virtual/2024/poster/93693,neuroscience
Few-shot Algorithms for Consistent Neural Decoding (FALCON) Benchmark,,https://neurips.cc//virtual/2024/poster/97780,neuroscience
Leveraging Tumor Heterogeneity: Heterogeneous Graph Representation Learning for Cancer Survival Prediction in Whole Slide Images,,https://neurips.cc//virtual/2024/poster/93310,biology
"ChaosBench: A Multi-Channel, Physics-Based Benchmark for Subseasonal-to-Seasonal Climate Prediction",,https://neurips.cc//virtual/2024/poster/97481,earth_climate
ET-Flow: Equivariant Flow-Matching for Molecular Conformer Generation,,https://neurips.cc//virtual/2024/poster/94522,chemistry
Evaluating alignment between humans and neural network representations in image-based learning tasks,,https://neurips.cc//virtual/2024/poster/96361,neuroscience
MmCows: A Multimodal Dataset for Dairy Cattle Monitoring,,https://neurips.cc//virtual/2024/poster/97651,earth_climate
Generating Highly Designable Proteins with Geometric Algebra Flow Matching,,https://neurips.cc//virtual/2024/poster/93710,biology
Generative Fractional Diffusion Models,,https://neurips.cc//virtual/2024/poster/96210,biology
Imitating Language via Scalable Inverse Reinforcement Learning,,https://neurips.cc//virtual/2024/poster/96578,biology
Immiscible Diffusion: Accelerating Diffusion Training with Noise Assignment,,https://neurips.cc//virtual/2024/poster/93906,biology
AdaSociety: An Adaptive Environment with Social Structures for Multi-Agent Decision-Making,,https://neurips.cc//virtual/2024/poster/97511,social_science
Addressing Asynchronicity in Clinical Multimodal Fusion via Individualized Chest X-ray Generation,,https://neurips.cc//virtual/2024/poster/93285,medical
The Importance of Being Scalable: Improving the Speed and Accuracy of Neural Network Interatomic Potentials Across Chemical Domains,,https://neurips.cc//virtual/2024/poster/94722,chemistry
Unveiling the Bias Impact on Symmetric Moral Consistency of Large Language Models,,https://neurips.cc//virtual/2024/poster/93215,social_science
Text to Blind Motion,,https://neurips.cc//virtual/2024/poster/97700,social_science
Probablistic Emulation of a Global Climate Model with Spherical DYffusion,,https://neurips.cc//virtual/2024/poster/95762,earth_climate
PrivacyLens: Evaluating Privacy Norm Awareness of Language Models in Action,,https://neurips.cc//virtual/2024/poster/97810,social_science
Enhancing LLM Reasoning via Vision-Augmented Prompting,,https://neurips.cc//virtual/2024/poster/95453,neuroscience
Enhancing Protein Mutation Effect Prediction through a Retrieval-Augmented Framework,,https://neurips.cc//virtual/2024/poster/95577,biology
Model Based Inference of Synaptic Plasticity Rules,,https://neurips.cc//virtual/2024/poster/93446,neuroscience
$\textit{NeuroPath}$: A Neural Pathway Transformer for Joining the Dots of Human Connectomes,,https://neurips.cc//virtual/2024/poster/96225,neuroscience
$\textit{Read-ME}$: Refactorizing LLMs as Router-Decoupled Mixture of Experts with System Co-Design,,https://neurips.cc//virtual/2024/poster/94027,biology
From Biased to Unbiased Dynamics: An Infinitesimal Generator Approach,,https://neurips.cc//virtual/2024/poster/95044,chemistry
Causal language modeling can elicit search and reasoning capabilities on logic puzzles,,https://neurips.cc//virtual/2024/poster/94030,biology
Melting Pot Contest: Charting the Future of Generalized Cooperative Intelligence,,https://neurips.cc//virtual/2024/poster/97476,social_science
Partial observation can induce mechanistic mismatches in data-constrained models of neural dynamics,,https://neurips.cc//virtual/2024/poster/95614,neuroscience
PEACE: A Dataset of Pharmaceutical Care for Cancer Pain Analgesia Evaluation and Medication Decision,,https://neurips.cc//virtual/2024/poster/97596,medical
Pre-trained Gaussian Processes for Bayesian Optimization,,https://neurips.cc//virtual/2024/poster/98319,biology
Extracting Training Data from Molecular Pre-trained Models,,https://neurips.cc//virtual/2024/poster/94410,chemistry
Higher-Order Causal Message Passing for Experimentation with Complex Interference,,https://neurips.cc//virtual/2024/poster/96704,social_science
MediQ: Question-Asking LLMs and a Benchmark for Reliable Interactive Clinical Reasoning,,https://neurips.cc//virtual/2024/poster/94856,medical
MedJourney: Benchmark and Evaluation of Large Language Models over Patient Clinical Journey,,https://neurips.cc//virtual/2024/poster/97646,medical
Med-Real2Sim: Non-Invasive Medical Digital Twins using Physics-Informed Self-Supervised Learning,,https://neurips.cc//virtual/2024/poster/93097,medical
MedSafetyBench: Evaluating and Improving the Medical Safety of Large Language Models,,https://neurips.cc//virtual/2024/poster/97606,medical
BioTrove: A Large Curated Image Dataset Enabling AI for Biodiversity,,https://neurips.cc//virtual/2024/poster/97806,earth_climate
PediatricsGPT: Large Language Models as Chinese Medical Assistants for Pediatric Applications,,https://neurips.cc//virtual/2024/poster/94806,medical
Full-Atom Peptide Design with Geometric Latent Diffusion,,https://neurips.cc//virtual/2024/poster/95784,biology
SubgDiff: A Subgraph Diffusion Model to Improve Molecular Representation Learning,,https://neurips.cc//virtual/2024/poster/94004,chemistry
Kermut: Composite kernel regression for protein variant effects,,https://neurips.cc//virtual/2024/poster/93963,biology
Rethinking the Membrane Dynamics and Optimization Objectives of Spiking Neural Networks,,https://neurips.cc//virtual/2024/poster/96543,biology
Pretraining with Random Noise for Fast and Robust Learning without Weight Transport,,https://neurips.cc//virtual/2024/poster/96093,neuroscience
From News to Forecast: Integrating Event Analysis in LLM-Based Time Series Forecasting with Reflection,,https://neurips.cc//virtual/2024/poster/93316,social_science
MTGS: A Novel Framework for Multi-Person Temporal Gaze Following and Social Gaze Prediction,,https://neurips.cc//virtual/2024/poster/96265,social_science
Multi-Agent Domain Calibration with a Handful of Offline Data,,https://neurips.cc//virtual/2024/poster/94045,physics
DiReCT: Diagnostic Reasoning for Clinical Notes via Large Language Models,,https://neurips.cc//virtual/2024/poster/97782,medical
Direct Preference-Based Evolutionary Multi-Objective Optimization with Dueling Bandits,,https://neurips.cc//virtual/2024/poster/93593,biology
Discovering plasticity rules that organize and maintain neural circuits,,https://neurips.cc//virtual/2024/poster/93653,neuroscience
Learning Complete Protein Representation by Dynamically Coupling of Sequence and Structure,,https://neurips.cc//virtual/2024/poster/96915,biology
Neural Characteristic Activation Analysis and Geometric Parameterization for ReLU Networks,,https://neurips.cc//virtual/2024/poster/96466,neuroscience
Recurrent neural network dynamical systems for biological vision,,https://neurips.cc//virtual/2024/poster/94629,neuroscience
Transformer Doctor: Diagnosing and Treating Vision Transformers,,https://neurips.cc//virtual/2024/poster/94398,biology
TurboHopp: Accelerated Molecule Scaffold Hopping with Consistency Models,,https://neurips.cc//virtual/2024/poster/93849,chemistry
BrainBits: How Much of the Brain are Generative Reconstruction Methods Using?,,https://neurips.cc//virtual/2024/poster/95678,neuroscience
Brain-JEPA: Brain Dynamics Foundation Model with Gradient Positioning and Spatiotemporal Masking,,https://neurips.cc//virtual/2024/poster/94113,neuroscience
Brain Treebank: Large-scale intracranial recordings from naturalistic language stimuli,,https://neurips.cc//virtual/2024/poster/97751,neuroscience
Bridge-IF: Learning Inverse Protein Folding with Markov Bridges,,https://neurips.cc//virtual/2024/poster/95261,biology
A survey and benchmark of high-dimensional Bayesian optimization of discrete sequences,,https://neurips.cc//virtual/2024/poster/97688,biology
VFIMamba: Video Frame Interpolation with State Space Models,,https://neurips.cc//virtual/2024/poster/96629,biology
Understanding and Minimising Outlier Features in Transformer Training,,https://neurips.cc//virtual/2024/poster/93665,neuroscience
MIDGArD: Modular Interpretable Diffusion over Graphs for Articulated Designs,,https://neurips.cc//virtual/2024/poster/93424,physics
Second-order forward-mode optimization of recurrent neural networks for neuroscience,,https://neurips.cc//virtual/2024/poster/95282,neuroscience
"WildGuard: Open One-stop Moderation Tools for Safety Risks, Jailbreaks, and Refusals of LLMs",,https://neurips.cc//virtual/2024/poster/97764,social_science
WildTeaming at Scale: From In-the-Wild Jailbreaks to (Adversarially) Safer Language Models,,https://neurips.cc//virtual/2024/poster/93716,social_science
Learning to Mitigate Externalities: the Coase Theorem with Hindsight Rationality,,https://neurips.cc//virtual/2024/poster/93602,social_science
MDAgents: An Adaptive Collaboration of LLMs for Medical Decision-Making,,https://neurips.cc//virtual/2024/poster/96041,medical
Mean-Field Langevin Dynamics for Signed Measures via a Bilevel Approach,,https://neurips.cc//virtual/2024/poster/95349,neuroscience
Apathetic or Empathetic? Evaluating LLMs' Emotional Alignments with Humans,,https://neurips.cc//virtual/2024/poster/93520,social_science
Reprogramming Pretrained Target-Specific Diffusion Models for Dual-Target Drug Design,,https://neurips.cc//virtual/2024/poster/94717,biology
Transferable Boltzmann Generators,,https://neurips.cc//virtual/2024/poster/96246,chemistry
Cell ontology guided transcriptome foundation model,,https://neurips.cc//virtual/2024/poster/94537,biology
Ultrafast classical phylogenetic method beats large protein language models on variant effect prediction,,https://neurips.cc//virtual/2024/poster/95854,biology
Uncertainty of Thoughts: Uncertainty-Aware Planning Enhances Information Seeking in LLMs,,https://neurips.cc//virtual/2024/poster/96142,medical
Unconditional stability of a recurrent neural circuit implementing divisive normalization,,https://neurips.cc//virtual/2024/poster/96568,biology
VLM4Bio: A Benchmark Dataset to Evaluate Pretrained Vision-Language Models for Trait Discovery from Biological Images,,https://neurips.cc//virtual/2024/poster/97668,biology
Du-IN: Discrete units-guided mask modeling for decoding speech from Intracranial Neural signals,,https://neurips.cc//virtual/2024/poster/93238,neuroscience
Dynamic Neural Regeneration: Enhancing Deep Learning Generalization on Small Datasets,,https://neurips.cc//virtual/2024/poster/93510,neuroscience
FairMedFM: Fairness Benchmarking for Medical Imaging Foundation Models,,https://neurips.cc//virtual/2024/poster/97809,medical
BenchX: A Unified Benchmark Framework for Medical Vision-Language Pretraining on Chest X-Rays,,https://neurips.cc//virtual/2024/poster/97555,medical
Generative Modeling of Molecular Dynamics Trajectories,,https://neurips.cc//virtual/2024/poster/93022,biology
Genetic-guided GFlowNets for Sample Efficient Molecular Optimization,,https://neurips.cc//virtual/2024/poster/96215,chemistry
BiDM: Pushing the Limit of Quantization for Diffusion Models,,https://neurips.cc//virtual/2024/poster/93620,biology
Exploring Behavior-Relevant and Disentangled Neural Dynamics with Generative Diffusion Models,,https://neurips.cc//virtual/2024/poster/93965,neuroscience
SegVol: Universal and Interactive Volumetric Medical Image Segmentation,,https://neurips.cc//virtual/2024/poster/96893,medical
Metric Flow Matching for Smooth Interpolations on the Data Manifold,,https://neurips.cc//virtual/2024/poster/94221,biology
MG-Net: Learn to Customize QAOA with Circuit Depth Awareness,,https://neurips.cc//virtual/2024/poster/96594,physics
Micro-Bench: A Microscopy Benchmark for Vision-Language Understanding,,https://neurips.cc//virtual/2024/poster/97589,biology
Pin-Tuning: Parameter-Efficient In-Context Tuning for Few-Shot Molecular Property Prediction,,https://neurips.cc//virtual/2024/poster/96395,chemistry
Decision-Making Behavior Evaluation Framework for LLMs under Uncertain Context,,https://neurips.cc//virtual/2024/poster/93425,social_science
MiSO: Optimizing brain stimulation to create neural activity states,,https://neurips.cc//virtual/2024/poster/95894,neuroscience
Automated Multi-Task Learning for Joint Disease Prediction on Electronic Health Records,,https://neurips.cc//virtual/2024/poster/93818,medical
Clustering in Causal Attention Masking,,https://neurips.cc//virtual/2024/poster/95352,physics
Score-based 3D molecule generation with neural fields,,https://neurips.cc//virtual/2024/poster/96296,chemistry
MARPLE: A Benchmark for Long-Horizon Inference,,https://neurips.cc//virtual/2024/poster/97512,social_science
MassSpecGym: A benchmark for the discovery and identification of molecules,,https://neurips.cc//virtual/2024/poster/97823,biology
BEACON: Benchmark for Comprehensive RNA Tasks and Language Models,,https://neurips.cc//virtual/2024/poster/97501,biology
Neural Pfaffians: Solving Many Many-Electron Schrödinger Equations,,https://neurips.cc//virtual/2024/poster/95837,chemistry
Neural Residual Diffusion Models for Deep Scalable Vision Generation,,https://neurips.cc//virtual/2024/poster/95457,biology
NeuroBOLT: Resting-state EEG-to-fMRI Synthesis with Multi-dimensional Feature Mapping,,https://neurips.cc//virtual/2024/poster/93044,neuroscience
Towards Unified Multimodal Editing with Enhanced Knowledge Collaboration,,https://neurips.cc//virtual/2024/poster/93873,biology
TPR: Topology-Preserving Reservoirs for Generalized Zero-Shot Learning,,https://neurips.cc//virtual/2024/poster/92938,biology
STimage-1K4M: A histopathology image-gene expression dataset for spatial transcriptomics,,https://neurips.cc//virtual/2024/poster/97551,medical
Dual-Perspective Activation: Efficient Channel Denoising via Joint Forward-Backward Criterion for Artificial Neural Networks,,https://neurips.cc//virtual/2024/poster/95636,neuroscience
Is Your HD Map Constructor Reliable under Sensor Corruptions?,,https://neurips.cc//virtual/2024/poster/97736,earth_climate
Invariant Tokenization of Crystalline Materials for Language Model Enabled Generation,,https://neurips.cc//virtual/2024/poster/96883,materials
Take A Shortcut Back: Mitigating the Gradient Vanishing for Training Spiking Neural Networks,,https://neurips.cc//virtual/2024/poster/93065,biology
FNP: Fourier Neural Processes for Arbitrary-Resolution Data Assimilation,,https://neurips.cc//virtual/2024/poster/96630,earth_climate
Foundation Inference Models for Markov Jump Processes,,https://neurips.cc//virtual/2024/poster/94231,biology
Molecule Design by Latent Prompt Transformer,,https://neurips.cc//virtual/2024/poster/94326,chemistry
Molecule Generation with Fragment Retrieval Augmentation,,https://neurips.cc//virtual/2024/poster/96613,chemistry
MonkeySee: Space-time-resolved reconstructions of natural images from macaque multi-unit activity,,https://neurips.cc//virtual/2024/poster/95362,neuroscience
Trading Place for Space: Increasing Location Resolution Reduces Contextual Capacity in Hippocampal Codes,,https://neurips.cc//virtual/2024/poster/95187,neuroscience
Training Compute-Optimal Protein Language Models,,https://neurips.cc//virtual/2024/poster/93287,biology
ReactZyme: A Benchmark for Enzyme-Reaction Prediction,,https://neurips.cc//virtual/2024/poster/97442,biology
Advancing Spiking Neural Networks for Sequential Modeling with Central Pattern Generators,,https://neurips.cc//virtual/2024/poster/93894,neuroscience
Fisher Flow Matching for Generative Modeling over Discrete Data,,https://neurips.cc//virtual/2024/poster/96502,biology
"Utilizing Human Behavior Modeling to Manipulate Explanations in AI-Assisted Decision Making: The Good, the Bad, and the Scary",,https://neurips.cc//virtual/2024/poster/96440,social_science
Scalable Neural Network Verification with Branch-and-bound Inferred Cutting Planes,,https://neurips.cc//virtual/2024/poster/95939,neuroscience
Scale Equivariant Graph Metanetworks,,https://neurips.cc//virtual/2024/poster/96382,neuroscience
Learning from Pattern Completion: Self-supervised Controllable Generation,,https://neurips.cc//virtual/2024/poster/96398,neuroscience
Learning Identifiable Factorized Causal Representations of Cellular Responses,,https://neurips.cc//virtual/2024/poster/96237,biology
WelQrate: Defining the Gold Standard in Small Molecule Drug Discovery Benchmarking,,https://neurips.cc//virtual/2024/poster/97684,chemistry
PPLNs: Parametric Piecewise Linear Networks for Event-Based Temporal Modeling and Beyond,,https://neurips.cc//virtual/2024/poster/95126,neuroscience
SemCoder: Training Code Language Models with Comprehensive Semantics Reasoning,,https://neurips.cc//virtual/2024/poster/95287,social_science
Diffusion Twigs with Loop Guidance for Conditional Graph Generation,,https://neurips.cc//virtual/2024/poster/94177,biology
Samba: Severity-aware Recurrent Modeling for Cross-domain Medical Image Grading,,https://neurips.cc//virtual/2024/poster/94567,medical
GeSS: Benchmarking Geometric Deep Learning under Scientific Applications with Distribution Shifts,,https://neurips.cc//virtual/2024/poster/97816,physics
Get rich quick: exact solutions reveal how unbalanced initializations promote rapid feature learning,,https://neurips.cc//virtual/2024/poster/94278,neuroscience
GFlowNet Assisted Biological Sequence Editing,,https://neurips.cc//virtual/2024/poster/94171,biology
NanoBaseLib: A Multi-Task Benchmark Dataset for Nanopore Sequencing,,https://neurips.cc//virtual/2024/poster/97859,biology
Predicting Ground State Properties: Constant Sample Complexity and Deep Learning Algorithms,,https://neurips.cc//virtual/2024/poster/93006,physics
Neural Concept Binder,,https://neurips.cc//virtual/2024/poster/92990,biology
Neural decoding from stereotactic EEG: accounting for electrode variability across subjects,,https://neurips.cc//virtual/2024/poster/95591,neuroscience
Neural Embeddings Rank: Aligning 3D latent dynamics with movements,,https://neurips.cc//virtual/2024/poster/95804,neuroscience
Inferring stochastic low-rank recurrent neural networks from neural data,,https://neurips.cc//virtual/2024/poster/96170,neuroscience
Structured flexibility in recurrent neural networks via neuromodulation,,https://neurips.cc//virtual/2024/poster/95823,neuroscience
Learning diverse causally emergent representations from time series data,,https://neurips.cc//virtual/2024/poster/92973,neuroscience
RGFN: Synthesizable Molecular Generation Using GFlowNets,,https://neurips.cc//virtual/2024/poster/94040,chemistry
GLinSAT: The General Linear Satisfiability Neural Network Layer By Accelerated Gradient Descent,,https://neurips.cc//virtual/2024/poster/93783,biology
Global Distortions from Local Rewards: Neural Coding Strategies in Path-Integrating Neural Systems,,https://neurips.cc//virtual/2024/poster/96333,neuroscience
Globally Convergent Variational Inference,,https://neurips.cc//virtual/2024/poster/96338,neuroscience
$E^3$: Exploring Embodied Emotion Through A Large-Scale Egocentric Video Dataset,,https://neurips.cc//virtual/2024/poster/97427,social_science
$\nabla^2$DFT: A Universal Quantum Chemistry Dataset of Drug-Like Molecules and a Benchmark for Neural Network Potentials,,https://neurips.cc//virtual/2024/poster/97788,chemistry
A versatile informative diffusion model for single-cell ATAC-seq data generation and analysis,,https://neurips.cc//virtual/2024/poster/95129,biology
Learning to Cooperate with Humans using Generative Agents,,https://neurips.cc//virtual/2024/poster/93229,social_science
Randomized Sparse Matrix Compression for Large-Scale Constrained Optimization in Cancer Radiotherapy,,https://neurips.cc//virtual/2024/poster/95748,medical
How Molecules Impact Cells: Unlocking Contrastive PhenoMolecular Retrieval,,https://neurips.cc//virtual/2024/poster/95593,chemistry
How to Boost Any Loss Function,,https://neurips.cc//virtual/2024/poster/95532,physics
Divide-and-Conquer Meets Consensus: Unleashing the Power of Functions in Code Generation,,https://neurips.cc//virtual/2024/poster/94430,social_science
On the Scalability of GNNs for Molecular Graphs,,https://neurips.cc//virtual/2024/poster/93869,chemistry
Conditional Synthesis of 3D Molecules with Time Correction Sampler,,https://neurips.cc//virtual/2024/poster/94127,chemistry
Conditioning non-linear and infinite-dimensional diffusion processes,,https://neurips.cc//virtual/2024/poster/95970,biology
Hybrid Generative AI for De Novo Design of Co-Crystals with Enhanced Tabletability,,https://neurips.cc//virtual/2024/poster/95931,chemistry
Hydra: Bidirectional State Space Models Through Generalized Matrix Mixers,,https://neurips.cc//virtual/2024/poster/93526,biology
Bridging Model-Based Optimization and Generative Modeling via Conservative Fine-Tuning of Diffusion Models,,https://neurips.cc//virtual/2024/poster/92964,biology
Generalized Protein Pocket Generation with Prior-Informed Flow Matching,,https://neurips.cc//virtual/2024/poster/94801,biology
Generalizing CNNs to graphs with learnable neighborhood quantization,,https://neurips.cc//virtual/2024/poster/94335,biology
Variational Flow Matching for Graph Generation,,https://neurips.cc//virtual/2024/poster/94958,biology
DePLM: Denoising Protein Language Models for Property Optimization,,https://neurips.cc//virtual/2024/poster/95517,biology
A Textbook Remedy for Domain Shifts: Knowledge Priors for Medical Image Analysis,,https://neurips.cc//virtual/2024/poster/95098,medical
