title,type,virtualsite_url,domain/subject
Leveraging Tumor Heterogeneity: Heterogeneous Graph Representation Learning for Cancer Survival Prediction in Whole Slide Images,,https://neurips.cc//virtual/2024/poster/93310,biology
"ChaosBench: A Multi-Channel, Physics-Based Benchmark for Subseasonal-to-Seasonal Climate Prediction",,https://neurips.cc//virtual/2024/poster/97481,earth_climate
Evaluating alignment between humans and neural network representations in image-based learning tasks,,https://neurips.cc//virtual/2024/poster/96361,neuroscience
MmCows: A Multimodal Dataset for Dairy Cattle Monitoring,,https://neurips.cc//virtual/2024/poster/97651,earth_climate
Generative Fractional Diffusion Models,,https://neurips.cc//virtual/2024/poster/96210,biology
Immiscible Diffusion: Accelerating Diffusion Training with Noise Assignment,,https://neurips.cc//virtual/2024/poster/93906,biology
Addressing Asynchronicity in Clinical Multimodal Fusion via Individualized Chest X-ray Generation,,https://neurips.cc//virtual/2024/poster/93285,medical
The Importance of Being Scalable: Improving the Speed and Accuracy of Neural Network Interatomic Potentials Across Chemical Domains,,https://neurips.cc//virtual/2024/poster/94722,chemistry
Text to Blind Motion,,https://neurips.cc//virtual/2024/poster/97700,social_science
Probablistic Emulation of a Global Climate Model with Spherical DYffusion,,https://neurips.cc//virtual/2024/poster/95762,earth_climate
Enhancing LLM Reasoning via Vision-Augmented Prompting,,https://neurips.cc//virtual/2024/poster/95453,neuroscience
Enhancing Protein Mutation Effect Prediction through a Retrieval-Augmented Framework,,https://neurips.cc//virtual/2024/poster/95577,biology
Model Based Inference of Synaptic Plasticity Rules,,https://neurips.cc//virtual/2024/poster/93446,neuroscience
$\textit{NeuroPath}$: A Neural Pathway Transformer for Joining the Dots of Human Connectomes,,https://neurips.cc//virtual/2024/poster/96225,neuroscience
Partial observation can induce mechanistic mismatches in data-constrained models of neural dynamics,,https://neurips.cc//virtual/2024/poster/95614,neuroscience
Higher-Order Causal Message Passing for Experimentation with Complex Interference,,https://neurips.cc//virtual/2024/poster/96704,social_science
MediQ: Question-Asking LLMs and a Benchmark for Reliable Interactive Clinical Reasoning,,https://neurips.cc//virtual/2024/poster/94856,medical
MedJourney: Benchmark and Evaluation of Large Language Models over Patient Clinical Journey,,https://neurips.cc//virtual/2024/poster/97646,medical
Med-Real2Sim: Non-Invasive Medical Digital Twins using Physics-Informed Self-Supervised Learning,,https://neurips.cc//virtual/2024/poster/93097,medical
MedSafetyBench: Evaluating and Improving the Medical Safety of Large Language Models,,https://neurips.cc//virtual/2024/poster/97606,medical
PediatricsGPT: Large Language Models as Chinese Medical Assistants for Pediatric Applications,,https://neurips.cc//virtual/2024/poster/94806,medical
SubgDiff: A Subgraph Diffusion Model to Improve Molecular Representation Learning,,https://neurips.cc//virtual/2024/poster/94004,chemistry
From News to Forecast: Integrating Event Analysis in LLM-Based Time Series Forecasting with Reflection,,https://neurips.cc//virtual/2024/poster/93316,social_science
MTGS: A Novel Framework for Multi-Person Temporal Gaze Following and Social Gaze Prediction,,https://neurips.cc//virtual/2024/poster/96265,social_science
Multi-Agent Domain Calibration with a Handful of Offline Data,,https://neurips.cc//virtual/2024/poster/94045,physics
DiReCT: Diagnostic Reasoning for Clinical Notes via Large Language Models,,https://neurips.cc//virtual/2024/poster/97782,medical
Discovering plasticity rules that organize and maintain neural circuits,,https://neurips.cc//virtual/2024/poster/93653,neuroscience
Learning Complete Protein Representation by Dynamically Coupling of Sequence and Structure,,https://neurips.cc//virtual/2024/poster/96915,biology
Neural Characteristic Activation Analysis and Geometric Parameterization for ReLU Networks,,https://neurips.cc//virtual/2024/poster/96466,neuroscience
TurboHopp: Accelerated Molecule Scaffold Hopping with Consistency Models,,https://neurips.cc//virtual/2024/poster/93849,chemistry
BrainBits: How Much of the Brain are Generative Reconstruction Methods Using?,,https://neurips.cc//virtual/2024/poster/95678,neuroscience
Brain-JEPA: Brain Dynamics Foundation Model with Gradient Positioning and Spatiotemporal Masking,,https://neurips.cc//virtual/2024/poster/94113,neuroscience
Brain Treebank: Large-scale intracranial recordings from naturalistic language stimuli,,https://neurips.cc//virtual/2024/poster/97751,neuroscience
VFIMamba: Video Frame Interpolation with State Space Models,,https://neurips.cc//virtual/2024/poster/96629,biology
BuckTales: A multi-UAV dataset for multi-object tracking and re-identification of wild antelopes,,https://neurips.cc//virtual/2024/poster/97563,social_science
Uncovering the Redundancy in Graph Self-supervised Learning Models,,https://neurips.cc//virtual/2024/poster/96457,neuroscience
Understanding and Minimising Outlier Features in Transformer Training,,https://neurips.cc//virtual/2024/poster/93665,neuroscience
Learning to Mitigate Externalities: the Coase Theorem with Hindsight Rationality,,https://neurips.cc//virtual/2024/poster/93602,social_science
MDAgents: An Adaptive Collaboration of LLMs for Medical Decision-Making,,https://neurips.cc//virtual/2024/poster/96041,medical
Cell ontology guided transcriptome foundation model,,https://neurips.cc//virtual/2024/poster/94537,biology
Ultrafast classical phylogenetic method beats large protein language models on variant effect prediction,,https://neurips.cc//virtual/2024/poster/95854,biology
VLM4Bio: A Benchmark Dataset to Evaluate Pretrained Vision-Language Models for Trait Discovery from Biological Images,,https://neurips.cc//virtual/2024/poster/97668,biology
Du-IN: Discrete units-guided mask modeling for decoding speech from Intracranial Neural signals,,https://neurips.cc//virtual/2024/poster/93238,neuroscience
FairMedFM: Fairness Benchmarking for Medical Imaging Foundation Models,,https://neurips.cc//virtual/2024/poster/97809,medical
Generative Modeling of Molecular Dynamics Trajectories,,https://neurips.cc//virtual/2024/poster/93022,biology
Binding in hippocampal-entorhinal circuits enables compositionality in cognitive maps,,https://neurips.cc//virtual/2024/poster/95714,neuroscience
Exploring Behavior-Relevant and Disentangled Neural Dynamics with Generative Diffusion Models,,https://neurips.cc//virtual/2024/poster/93965,neuroscience
SegVol: Universal and Interactive Volumetric Medical Image Segmentation,,https://neurips.cc//virtual/2024/poster/96893,medical
Metric Flow Matching for Smooth Interpolations on the Data Manifold,,https://neurips.cc//virtual/2024/poster/94221,biology
Micro-Bench: A Microscopy Benchmark for Vision-Language Understanding,,https://neurips.cc//virtual/2024/poster/97589,biology
EAI: Emotional Decision-Making of LLMs in Strategic Games and Ethical Dilemmas,,https://neurips.cc//virtual/2024/poster/96364,social_science
MiSO: Optimizing brain stimulation to create neural activity states,,https://neurips.cc//virtual/2024/poster/95894,neuroscience
MassSpecGym: A benchmark for the discovery and identification of molecules,,https://neurips.cc//virtual/2024/poster/97823,biology
BEACON: Benchmark for Comprehensive RNA Tasks and Language Models,,https://neurips.cc//virtual/2024/poster/97501,biology
Neural Residual Diffusion Models for Deep Scalable Vision Generation,,https://neurips.cc//virtual/2024/poster/95457,biology
NeuroBOLT: Resting-state EEG-to-fMRI Synthesis with Multi-dimensional Feature Mapping,,https://neurips.cc//virtual/2024/poster/93044,neuroscience
Molecule Design by Latent Prompt Transformer,,https://neurips.cc//virtual/2024/poster/94326,chemistry
Molecule Generation with Fragment Retrieval Augmentation,,https://neurips.cc//virtual/2024/poster/96613,chemistry
MonkeySee: Space-time-resolved reconstructions of natural images from macaque multi-unit activity,,https://neurips.cc//virtual/2024/poster/95362,neuroscience
Trading Place for Space: Increasing Location Resolution Reduces Contextual Capacity in Hippocampal Codes,,https://neurips.cc//virtual/2024/poster/95187,neuroscience
Training Compute-Optimal Protein Language Models,,https://neurips.cc//virtual/2024/poster/93287,biology
ReactZyme: A Benchmark for Enzyme-Reaction Prediction,,https://neurips.cc//virtual/2024/poster/97442,biology
Advancing Spiking Neural Networks for Sequential Modeling with Central Pattern Generators,,https://neurips.cc//virtual/2024/poster/93894,neuroscience
Fisher Flow Matching for Generative Modeling over Discrete Data,,https://neurips.cc//virtual/2024/poster/96502,biology
"Utilizing Human Behavior Modeling to Manipulate Explanations in AI-Assisted Decision Making: The Good, the Bad, and the Scary",,https://neurips.cc//virtual/2024/poster/96440,social_science
Learning Identifiable Factorized Causal Representations of Cellular Responses,,https://neurips.cc//virtual/2024/poster/96237,biology
WelQrate: Defining the Gold Standard in Small Molecule Drug Discovery Benchmarking,,https://neurips.cc//virtual/2024/poster/97684,chemistry
PPLNs: Parametric Piecewise Linear Networks for Event-Based Temporal Modeling and Beyond,,https://neurips.cc//virtual/2024/poster/95126,neuroscience
Samba: Severity-aware Recurrent Modeling for Cross-domain Medical Image Grading,,https://neurips.cc//virtual/2024/poster/94567,medical
GeSS: Benchmarking Geometric Deep Learning under Scientific Applications with Distribution Shifts,,https://neurips.cc//virtual/2024/poster/97816,physics
Get rich quick: exact solutions reveal how unbalanced initializations promote rapid feature learning,,https://neurips.cc//virtual/2024/poster/94278,neuroscience
NanoBaseLib: A Multi-Task Benchmark Dataset for Nanopore Sequencing,,https://neurips.cc//virtual/2024/poster/97859,biology
Precipitation Downscaling with Spatiotemporal Video Diffusion,,https://neurips.cc//virtual/2024/poster/94049,earth_climate
Inferring stochastic low-rank recurrent neural networks from neural data,,https://neurips.cc//virtual/2024/poster/96170,neuroscience
Structured flexibility in recurrent neural networks via neuromodulation,,https://neurips.cc//virtual/2024/poster/95823,neuroscience
RGFN: Synthesizable Molecular Generation Using GFlowNets,,https://neurips.cc//virtual/2024/poster/94040,chemistry
$\nabla^2$DFT: A Universal Quantum Chemistry Dataset of Drug-Like Molecules and a Benchmark for Neural Network Potentials,,https://neurips.cc//virtual/2024/poster/97788,chemistry
A versatile informative diffusion model for single-cell ATAC-seq data generation and analysis,,https://neurips.cc//virtual/2024/poster/95129,biology
Learning to Cooperate with Humans using Generative Agents,,https://neurips.cc//virtual/2024/poster/93229,social_science
Randomized Sparse Matrix Compression for Large-Scale Constrained Optimization in Cancer Radiotherapy,,https://neurips.cc//virtual/2024/poster/95748,medical
Divide-and-Conquer Meets Consensus: Unleashing the Power of Functions in Code Generation,,https://neurips.cc//virtual/2024/poster/94430,social_science
On the Scalability of GNNs for Molecular Graphs,,https://neurips.cc//virtual/2024/poster/93869,chemistry
Conditional Synthesis of 3D Molecules with Time Correction Sampler,,https://neurips.cc//virtual/2024/poster/94127,chemistry
Conditioning non-linear and infinite-dimensional diffusion processes,,https://neurips.cc//virtual/2024/poster/95970,biology
Bridging Model-Based Optimization and Generative Modeling via Conservative Fine-Tuning of Diffusion Models,,https://neurips.cc//virtual/2024/poster/92964,biology
Generalized Protein Pocket Generation with Prior-Informed Flow Matching,,https://neurips.cc//virtual/2024/poster/94801,biology
DePLM: Denoising Protein Language Models for Property Optimization,,https://neurips.cc//virtual/2024/poster/95517,biology
A Textbook Remedy for Domain Shifts: Knowledge Priors for Medical Image Analysis,,https://neurips.cc//virtual/2024/poster/95098,medical
Pessimistic Backward Policy for GFlowNets,,https://neurips.cc//virtual/2024/poster/95618,biology
Towards Stable Representations for Protein Interface Prediction,,https://neurips.cc//virtual/2024/poster/95383,biology
Cross-Care: Assessing the Healthcare Implications of Pre-training Data on Language Model Bias,,https://neurips.cc//virtual/2024/poster/97819,medical
Topological obstruction to the training of shallow ReLU neural networks,,https://neurips.cc//virtual/2024/poster/96726,neuroscience
MOTIVE: A Drug-Target Interaction Graph For Inductive Link Prediction,,https://neurips.cc//virtual/2024/poster/97758,biology
MSA Generation with Seqs2Seqs Pretraining: Advancing Protein Structure Predictions,,https://neurips.cc//virtual/2024/poster/96109,biology
MSAGPT: Neural Prompting Protein Structure Prediction via MSA Generative Pre-Training,,https://neurips.cc//virtual/2024/poster/93555,biology
DEL: Discrete Element Learner for Learning 3D Particle Dynamics with Neural Rendering,,https://neurips.cc//virtual/2024/poster/96792,physics
"DeltaDock: A Unified Framework for Accurate, Efficient, and Physically Reliable Molecular Docking",,https://neurips.cc//virtual/2024/poster/94333,biology
Contrastive dimension reduction: when and how?,,https://neurips.cc//virtual/2024/poster/95756,biology
Contrastive losses as generalized models of global epistasis,,https://neurips.cc//virtual/2024/poster/94075,biology
Association Pattern-aware Fusion for Biological Entity Relationship Prediction,,https://neurips.cc//virtual/2024/poster/95606,biology
DART-Eval: A Comprehensive DNA Language Model Evaluation Benchmark on Regulatory DNA,,https://neurips.cc//virtual/2024/poster/97497,biology
Equivariant Blurring Diffusion for Hierarchical Molecular Conformer Generation,,https://neurips.cc//virtual/2024/poster/96234,chemistry
FEDMEKI: A Benchmark for Scaling Medical Foundation Models via Federated Knowledge Injection,,https://neurips.cc//virtual/2024/poster/97482,medical
Feedback control guides credit assignment in recurrent neural networks,,https://neurips.cc//virtual/2024/poster/93074,neuroscience
FEEL-SNN: Robust Spiking Neural Networks with Frequency Encoding and Evolutionary Leak Factor,,https://neurips.cc//virtual/2024/poster/95008,neuroscience
CryoGEM: Physics-Informed Generative Cryo-Electron Microscopy,,https://neurips.cc//virtual/2024/poster/94256,physics
Retrieval-Retro: Retrieval-based Inorganic Retrosynthesis with Expert Knowledge,,https://neurips.cc//virtual/2024/poster/96429,chemistry
Retrospective for the Dynamic Sensorium Competition for predicting large-scale mouse primary visual cortex activity from videos,,https://neurips.cc//virtual/2024/poster/97578,neuroscience
Latent Diffusion for Neural Spiking Data,,https://neurips.cc//virtual/2024/poster/94632,neuroscience
Autonomous Agents for Collaborative Task under Information Asymmetry,,https://neurips.cc//virtual/2024/poster/93728,social_science
Autonomous Driving with Spiking Neural Networks,,https://neurips.cc//virtual/2024/poster/96329,neuroscience
A SARS-CoV-2 Interaction Dataset and VHH Sequence Corpus for Antibody Language Models,,https://neurips.cc//virtual/2024/poster/97722,biology
PROSPECT PTMs: Rich Labeled Tandem Mass Spectrometry Dataset of Modified Peptides for Machine Learning in Proteomics,,https://neurips.cc//virtual/2024/poster/97558,biology
ProtGO: Function-Guided Protein Modeling for Unified Representation Learning,,https://neurips.cc//virtual/2024/poster/96904,biology
Poisson Variational Autoencoder,,https://neurips.cc//virtual/2024/poster/94249,neuroscience
PhyRecon: Physically Plausible Neural Scene Reconstruction,,https://neurips.cc//virtual/2024/poster/95212,physics
Physics-Regularized Multi-Modal Image Assimilation for Brain Tumor Localization,,https://neurips.cc//virtual/2024/poster/94680,medical
Harmony4D: A Video Dataset for In-The-Wild Close Human Interactions,,https://neurips.cc//virtual/2024/poster/97726,social_science
EfficientCAPER: An End-to-End Framework for Fast and Robust Category-Level Articulated Object Pose Estimation,,https://neurips.cc//virtual/2024/poster/95615,biology
FlexSBDD: Structure-Based Drug Design with Flexible Protein Modeling,,https://neurips.cc//virtual/2024/poster/96689,biology
Flow Snapshot Neurons in Action: Deep Neural Networks Generalize to Biological Motion Perception,,https://neurips.cc//virtual/2024/poster/94457,neuroscience
Visual Pinwheel Centers Act as Geometric Saliency Detectors,,https://neurips.cc//virtual/2024/poster/95595,neuroscience
SWE-agent: Agent-Computer Interfaces Enable Automated Software Engineering,,https://neurips.cc//virtual/2024/poster/93753,social_science
A benchmark for prediction of transcriptomic responses to chemical perturbations across cell types,,https://neurips.cc//virtual/2024/poster/97655,chemistry
UniIF: Unified Molecule Inverse Folding,,https://neurips.cc//virtual/2024/poster/94387,biology
Aligning Target-Aware Molecule Diffusion Models with Exact Energy Optimization,,https://neurips.cc//virtual/2024/poster/96029,biology
Nonlinear dynamics of localization in neural receptive fields,,https://neurips.cc//virtual/2024/poster/93650,neuroscience
Long-range Brain Graph Transformer,,https://neurips.cc//virtual/2024/poster/94190,neuroscience
Long-Range Feedback Spiking Network Captures Dynamic and Static Representations of the Visual Cortex under Movie Stimuli,,https://neurips.cc//virtual/2024/poster/94454,neuroscience
Instruction Tuning Large Language Models to Understand Electronic Health Records,,https://neurips.cc//virtual/2024/poster/97801,medical
Instructor-inspired Machine Learning for Robust Molecular Property Prediction,,https://neurips.cc//virtual/2024/poster/93976,biology
Multi-modal Transfer Learning between Biological Foundation Models,,https://neurips.cc//virtual/2024/poster/93095,biology
MultiOrg: A Multi-rater Organoid-detection Dataset,,https://neurips.cc//virtual/2024/poster/97645,medical
Data-Driven Discovery of Dynamical Systems in Pharmacology using Large Language Models,,https://neurips.cc//virtual/2024/poster/95672,medical
G2D: From Global to Dense Radiography Representation Learning via Vision-Language Pre-training,,https://neurips.cc//virtual/2024/poster/92931,medical
Sequence-Augmented SE(3)-Flow Matching For Conditional Protein Generation,,https://neurips.cc//virtual/2024/poster/93544,biology
Geometric Trajectory Diffusion Models,,https://neurips.cc//virtual/2024/poster/95359,biology
Geometry of naturalistic object representations in recurrent neural network models of working memory,,https://neurips.cc//virtual/2024/poster/95467,neuroscience
GMAI-MMBench: A Comprehensive Multimodal Evaluation Benchmark Towards General Medical AI,,https://neurips.cc//virtual/2024/poster/97754,medical
